Transaction Date,Transaction Type,Fee Name,Transaction Number,Details,Seller SKU,Lazada SKU,Amount,VAT in Amount,WHT Amount,WHT included in Amount,Statement,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Shipping Speed,Shipment Type,Reference,Comment,PaymentRefId
02 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-ZJAIANB-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-73.45,8.45,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125250505894991,125250505994991,Delivered,PK-LCS,standard,Dropshipping,125250505994991,,
02 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-94935HO-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125250505894991,125250505994991,Delivered,PK-LCS,standard,Dropshipping,125250505994991,,
02 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-2MEWWX2-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125250505894991,125250505994991,Delivered,PK-LCS,standard,Dropshipping,125250505994991,,
02 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-2P2DL9P-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125271574191214,125271574391214,Delivered,PK-TCS,standard,Dropshipping,125271574391214,,
02 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-XDYL56J-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,50.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125271574191214,125271574391214,Delivered,PK-TCS,standard,Dropshipping,125271574391214,,
02 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-28YUF7R-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125271574191214,125271574391214,Delivered,PK-TCS,standard,Dropshipping,125271574391214,,
02 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-7OWX7SJ-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-56.50,6.50,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125271574191214,125271574391214,Delivered,PK-TCS,standard,Dropshipping,125271574391214,,
02 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-G8GDZOQ-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125271574191214,125271574391214,Delivered,PK-TCS,standard,Dropshipping,125271574391214,,
02 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-QTPB1N3-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125271574191214,125271574391214,Delivered,PK-TCS,standard,Dropshipping,125271574391214,,
02 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-G3PVTK1-210202,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-18.51,2.13,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124641843165254,124641843265254,Delivered,PK-DEX,standard,Dropshipping,124641843265254,,
02 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-U61ATJP-210202,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124641843165254,124641843265254,Delivered,PK-DEX,standard,Dropshipping,124641843265254,,
02 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-IP6M29S-210202,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,127.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124641843165254,124641843265254,Delivered,PK-DEX,standard,Dropshipping,124641843265254,,
02 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-7DYJ2BO-210202,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-55.37,6.37,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124641843165254,124641843265254,Delivered,PK-DEX,standard,Dropshipping,124641843265254,,
02 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-1GKYAOZ-210202,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-1.80,0.21,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124641843165254,124641843265254,Delivered,PK-DEX,standard,Dropshipping,124641843265254,,
02 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-9BIKR7W-210202,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,55.37,6.37,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124641843165254,124641843265254,Delivered,PK-DEX,standard,Dropshipping,124641843265254,,
02 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-LO1MVGC-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-10.06,1.16,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125125367408260,125125367908260,Delivered,PK-DEX,standard,Dropshipping,125125367908260,,
02 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-AW6GVQF-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125125367408260,125125367908260,Delivered,PK-DEX,standard,Dropshipping,125125367908260,,
02 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-UH4ZPI6-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,69.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125125367408260,125125367908260,Delivered,PK-DEX,standard,Dropshipping,125125367908260,,
02 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-Z18HQS0-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-37.29,4.29,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125125367408260,125125367908260,Delivered,PK-DEX,standard,Dropshipping,125125367908260,,
02 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-RJMST4R-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.97,0.11,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125125367408260,125125367908260,Delivered,PK-DEX,standard,Dropshipping,125125367908260,,
02 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-VEK022Z-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,37.29,4.29,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125125367408260,125125367908260,Delivered,PK-DEX,standard,Dropshipping,125125367908260,,
02 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-5E37BN0-210202,M2S2 Fruit Basket Vegetable Basket Basin Multifunctional Strainer Colander Wash Rice Bowl Drainer Plastic Rinse Wheat Straw Household Kitchen Basket Draining Basket Fruit Vegetable Spaghetti Rice Washer Cleaner Plastic Kitchen Home,m2s2 fruit basket,176324174_PK-1350334632,-34.54,3.97,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125333117336920,125333117436920,Delivered,PK-DEX,standard,Dropshipping,125333117436920,,
02 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-NH984GS-210202,M2S2 Fruit Basket Vegetable Basket Basin Multifunctional Strainer Colander Wash Rice Bowl Drainer Plastic Rinse Wheat Straw Household Kitchen Basket Draining Basket Fruit Vegetable Spaghetti Rice Washer Cleaner Plastic Kitchen Home,m2s2 fruit basket,176324174_PK-1350334632,99.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125333117336920,125333117436920,Delivered,PK-DEX,standard,Dropshipping,125333117436920,,
02 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-9AJGV0Y-210202,M2S2 Fruit Basket Vegetable Basket Basin Multifunctional Strainer Colander Wash Rice Bowl Drainer Plastic Rinse Wheat Straw Household Kitchen Basket Draining Basket Fruit Vegetable Spaghetti Rice Washer Cleaner Plastic Kitchen Home,m2s2 fruit basket,176324174_PK-1350334632,237.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125333117336920,125333117436920,Delivered,PK-DEX,standard,Dropshipping,125333117436920,,
02 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-8Q1LGH8-210202,M2S2 Fruit Basket Vegetable Basket Basin Multifunctional Strainer Colander Wash Rice Bowl Drainer Plastic Rinse Wheat Straw Household Kitchen Basket Draining Basket Fruit Vegetable Spaghetti Rice Washer Cleaner Plastic Kitchen Home,m2s2 fruit basket,176324174_PK-1350334632,-111.87,12.87,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125333117336920,125333117436920,Delivered,PK-DEX,standard,Dropshipping,125333117436920,,
02 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-59M5AKZ-210202,M2S2 Fruit Basket Vegetable Basket Basin Multifunctional Strainer Colander Wash Rice Bowl Drainer Plastic Rinse Wheat Straw Household Kitchen Basket Draining Basket Fruit Vegetable Spaghetti Rice Washer Cleaner Plastic Kitchen Home,m2s2 fruit basket,176324174_PK-1350334632,-3.34,0.38,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125333117336920,125333117436920,Delivered,PK-DEX,standard,Dropshipping,125333117436920,,
02 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-OB5T1HK-210202,M2S2 Fruit Basket Vegetable Basket Basin Multifunctional Strainer Colander Wash Rice Bowl Drainer Plastic Rinse Wheat Straw Household Kitchen Basket Draining Basket Fruit Vegetable Spaghetti Rice Washer Cleaner Plastic Kitchen Home,m2s2 fruit basket,176324174_PK-1350334632,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125333117336920,125333117436920,Delivered,PK-DEX,standard,Dropshipping,125333117436920,,
02 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-JJEVEDM-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125305968988844,125305969088844,Delivered,PK-DEX,standard,Dropshipping,125305969088844,,
02 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-F3GDX86-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,25.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125305968988844,125305969088844,Delivered,PK-DEX,standard,Dropshipping,125305969088844,,
02 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-5U69M1A-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125305968988844,125305969088844,Delivered,PK-DEX,standard,Dropshipping,125305969088844,,
02 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-XK8UQQ5-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-28.25,3.25,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125305968988844,125305969088844,Delivered,PK-DEX,standard,Dropshipping,125305969088844,,
02 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-KF1X2ZD-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125305968988844,125305969088844,Delivered,PK-DEX,standard,Dropshipping,125305969088844,,
02 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-J6CETH1-210202,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125305968988844,125305969088844,Delivered,PK-DEX,standard,Dropshipping,125305969088844,,
03 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-LYTYFLW-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124684635425263,124684635525263,Delivered,PK-DEX,standard,Dropshipping,124684635525263,,
03 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-NYU65VJ-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,50.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124684635425263,124684635525263,Delivered,PK-DEX,standard,Dropshipping,124684635525263,,
03 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-9IWGIQD-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124684635425263,124684635525263,Delivered,PK-DEX,standard,Dropshipping,124684635525263,,
03 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-S9DQLJF-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-56.50,6.50,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124684635425263,124684635525263,Delivered,PK-DEX,standard,Dropshipping,124684635525263,,
03 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-IO8EU5J-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124684635425263,124684635525263,Delivered,PK-DEX,standard,Dropshipping,124684635525263,,
03 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-18UWJPO-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124684635425263,124684635525263,Delivered,PK-DEX,standard,Dropshipping,124684635525263,,
03 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-EHE6VUX-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125255343075312,125255343375312,Delivered,PK-DEX,standard,Dropshipping,125255343375312,,
03 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-5JGPRJL-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125255343075312,125255343375312,Delivered,PK-DEX,standard,Dropshipping,125255343375312,,
03 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-GF0J1H6-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125255343075312,125255343375312,Delivered,PK-DEX,standard,Dropshipping,125255343375312,,
03 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-YJNCTQV-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-25.99,2.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125255343075312,125255343375312,Delivered,PK-DEX,standard,Dropshipping,125255343375312,,
03 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-HBH0GVZ-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125255343075312,125255343375312,Delivered,PK-DEX,standard,Dropshipping,125255343375312,,
03 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-YEC02EE-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,25.99,2.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125255343075312,125255343375312,Delivered,PK-DEX,standard,Dropshipping,125255343375312,,
04 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-QYN7DTB-210204,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124793612703170,124793612903170,Delivered,PK-DEX,standard,Dropshipping,124793612903170,,
04 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-8JQCQAQ-210204,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124793612703170,124793612903170,Delivered,PK-DEX,standard,Dropshipping,124793612903170,,
04 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-GI00BST-210204,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124793612703170,124793612903170,Delivered,PK-DEX,standard,Dropshipping,124793612903170,,
04 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-3GMAL2X-210204,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-27.12,3.12,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124793612703170,124793612903170,Delivered,PK-DEX,standard,Dropshipping,124793612903170,,
04 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-6ND0IFW-210204,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124793612703170,124793612903170,Delivered,PK-DEX,standard,Dropshipping,124793612903170,,
04 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-ETGJG2X-210204,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,27.12,3.12,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124793612703170,124793612903170,Delivered,PK-DEX,standard,Dropshipping,124793612903170,,
03 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-VYLYJ2F-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124798210075088,124798210175088,Delivered,PK-DEX,standard,Dropshipping,124798210175088,,
03 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-QMQW7XF-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,25.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124798210075088,124798210175088,Delivered,PK-DEX,standard,Dropshipping,124798210175088,,
03 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-5EDS99E-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124798210075088,124798210175088,Delivered,PK-DEX,standard,Dropshipping,124798210175088,,
03 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-DRQCYU4-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-28.25,3.25,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124798210075088,124798210175088,Delivered,PK-DEX,standard,Dropshipping,124798210175088,,
03 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-MP3HVQH-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124798210075088,124798210175088,Delivered,PK-DEX,standard,Dropshipping,124798210175088,,
03 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-05ASL7L-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124798210075088,124798210175088,Delivered,PK-DEX,standard,Dropshipping,124798210175088,,
04 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-Q8O64C7-210204,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125368579548694,125368579648694,Delivered,PK-DEX,standard,Dropshipping,125368579648694,,
04 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-VZ45PSW-210204,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,25.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125368579548694,125368579648694,Delivered,PK-DEX,standard,Dropshipping,125368579648694,,
04 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-KDLXQ90-210204,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125368579548694,125368579648694,Delivered,PK-DEX,standard,Dropshipping,125368579648694,,
04 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-9ID35BB-210204,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-28.25,3.25,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125368579548694,125368579648694,Delivered,PK-DEX,standard,Dropshipping,125368579648694,,
04 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-GWQCCK5-210204,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125368579548694,125368579648694,Delivered,PK-DEX,standard,Dropshipping,125368579648694,,
04 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-8HGZW00-210204,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125368579548694,125368579648694,Delivered,PK-DEX,standard,Dropshipping,125368579648694,,
03 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-K4N7MTE-210203,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124752215245122,124752215745122,Delivered,PK-DEX,standard,Dropshipping,124752215745122,,
