Transaction Date,Transaction Type,Fee Name,Transaction Number,Details,Seller SKU,Lazada SKU,Amount,VAT in Amount,WHT Amount,WHT included in Amount,Statement,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Shipping Speed,Shipment Type,Reference,Comment,PaymentRefId
13 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-LTEZWRY-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125536362135480,125536362935480,Delivered,Rider,standard,Dropshipping,125536362935480,,
13 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-KYYIRIP-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-18.08,2.08,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125536362135480,125536362935480,Delivered,Rider,standard,Dropshipping,125536362935480,,
13 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-XAFQ6ZJ-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125536362135480,125536362935480,Delivered,Rider,standard,Dropshipping,125536362935480,,
13 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-ZVD9TBO-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125536362135480,125536362935480,Delivered,Rider,standard,Dropshipping,125536362935480,,
12 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-209RBPU-210212,"M2S2 5 Layers Multipurpose Multi Layer Hanger for Shirts, Wardrobe, Ties, Pants Space Saving, Cupboard Organizer",multilayer_regular,193096315_PK-1401202633,-11.51,1.32,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125499319615523,125499319915523,Delivered,PK-DEX,standard,Dropshipping,125499319915523,,
12 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-A64SAZ8-210212,"M2S2 5 Layers Multipurpose Multi Layer Hanger for Shirts, Wardrobe, Ties, Pants Space Saving, Cupboard Organizer",multilayer_regular,193096315_PK-1401202633,40.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125499319615523,125499319915523,Delivered,PK-DEX,standard,Dropshipping,125499319915523,,
12 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-YVE76LM-210212,"M2S2 5 Layers Multipurpose Multi Layer Hanger for Shirts, Wardrobe, Ties, Pants Space Saving, Cupboard Organizer",multilayer_regular,193096315_PK-1401202633,79.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125499319615523,125499319915523,Delivered,PK-DEX,standard,Dropshipping,125499319915523,,
12 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-RF2V0FT-210212,"M2S2 5 Layers Multipurpose Multi Layer Hanger for Shirts, Wardrobe, Ties, Pants Space Saving, Cupboard Organizer",multilayer_regular,193096315_PK-1401202633,-45.20,5.20,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125499319615523,125499319915523,Delivered,PK-DEX,standard,Dropshipping,125499319915523,,
12 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-KAKJSCH-210212,"M2S2 5 Layers Multipurpose Multi Layer Hanger for Shirts, Wardrobe, Ties, Pants Space Saving, Cupboard Organizer",multilayer_regular,193096315_PK-1401202633,-1.12,0.13,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125499319615523,125499319915523,Delivered,PK-DEX,standard,Dropshipping,125499319915523,,
12 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-I0OHZRF-210212,"M2S2 5 Layers Multipurpose Multi Layer Hanger for Shirts, Wardrobe, Ties, Pants Space Saving, Cupboard Organizer",multilayer_regular,193096315_PK-1401202633,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125499319615523,125499319915523,Delivered,PK-DEX,standard,Dropshipping,125499319915523,,
13 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-NVXZCVV-210213,M2S2 Premium Closet Organizer Hanging Storage Bag Wardrobe Cloth Organizer 5/6 Layers Shelf Foldable Clothing rack Storage garment Rack Shelves houseware,m2s2 closet organizer,185166718_PK-1370096256,-26.09,3.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125060214515834,125060214815834,Delivered,PK-DEX,standard,Dropshipping,125060214815834,,
13 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-T5ELUJY-210213,M2S2 Premium Closet Organizer Hanging Storage Bag Wardrobe Cloth Organizer 5/6 Layers Shelf Foldable Clothing rack Storage garment Rack Shelves houseware,m2s2 closet organizer,185166718_PK-1370096256,49.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125060214515834,125060214815834,Delivered,PK-DEX,standard,Dropshipping,125060214815834,,
13 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-WX0FY37-210213,M2S2 Premium Closet Organizer Hanging Storage Bag Wardrobe Cloth Organizer 5/6 Layers Shelf Foldable Clothing rack Storage garment Rack Shelves houseware,m2s2 closet organizer,185166718_PK-1370096256,179.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125060214515834,125060214815834,Delivered,PK-DEX,standard,Dropshipping,125060214815834,,
13 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-9DA8IB4-210213,M2S2 Premium Closet Organizer Hanging Storage Bag Wardrobe Cloth Organizer 5/6 Layers Shelf Foldable Clothing rack Storage garment Rack Shelves houseware,m2s2 closet organizer,185166718_PK-1370096256,-55.37,6.37,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125060214515834,125060214815834,Delivered,PK-DEX,standard,Dropshipping,125060214815834,,
13 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-LNM1GJL-210213,M2S2 Premium Closet Organizer Hanging Storage Bag Wardrobe Cloth Organizer 5/6 Layers Shelf Foldable Clothing rack Storage garment Rack Shelves houseware,m2s2 closet organizer,185166718_PK-1370096256,-2.53,0.29,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125060214515834,125060214815834,Delivered,PK-DEX,standard,Dropshipping,125060214815834,,
13 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-CXRYGQ7-210213,M2S2 Premium Closet Organizer Hanging Storage Bag Wardrobe Cloth Organizer 5/6 Layers Shelf Foldable Clothing rack Storage garment Rack Shelves houseware,m2s2 closet organizer,185166718_PK-1370096256,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125060214515834,125060214815834,Delivered,PK-DEX,standard,Dropshipping,125060214815834,,
12 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-CUZIW78-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125543734084908,125543734184908,Delivered,PK-DEX,standard,Dropshipping,125543734184908,,
12 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-9J3TKNB-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,25.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125543734084908,125543734184908,Delivered,PK-DEX,standard,Dropshipping,125543734184908,,
12 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-XFWMIJI-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125543734084908,125543734184908,Delivered,PK-DEX,standard,Dropshipping,125543734184908,,
12 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-MI9FGE2-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-28.25,3.25,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125543734084908,125543734184908,Delivered,PK-DEX,standard,Dropshipping,125543734184908,,
12 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-S29WX1Q-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125543734084908,125543734184908,Delivered,PK-DEX,standard,Dropshipping,125543734184908,,
12 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-WZ1UUU3-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125543734084908,125543734184908,Delivered,PK-DEX,standard,Dropshipping,125543734184908,,
13 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-MB1EJX0-210213,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-18.23,2.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125570587250970,125570587350970,Delivered,PK-DEX,standard,Dropshipping,125570587350970,,
13 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-GG6V2GY-210213,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,69.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125570587250970,125570587350970,Delivered,PK-DEX,standard,Dropshipping,125570587350970,,
13 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-NIHJFGD-210213,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,125.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125570587250970,125570587350970,Delivered,PK-DEX,standard,Dropshipping,125570587350970,,
13 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-I51U00P-210213,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-77.97,8.97,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125570587250970,125570587350970,Delivered,PK-DEX,standard,Dropshipping,125570587350970,,
13 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-79RLS90-210213,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-1.76,0.20,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125570587250970,125570587350970,Delivered,PK-DEX,standard,Dropshipping,125570587350970,,
13 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-J890F9Y-210213,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125570587250970,125570587350970,Delivered,PK-DEX,standard,Dropshipping,125570587350970,,
12 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-0SPE8D6-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125550594524243,125550594624243,Delivered,PK-DEX,standard,Dropshipping,125550594624243,,
12 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-DQFNV5R-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,69.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125550594524243,125550594624243,Delivered,PK-DEX,standard,Dropshipping,125550594624243,,
12 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-NP5MMTL-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125550594524243,125550594624243,Delivered,PK-DEX,standard,Dropshipping,125550594624243,,
12 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-SW1PBMS-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-77.97,8.97,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125550594524243,125550594624243,Delivered,PK-DEX,standard,Dropshipping,125550594624243,,
12 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-VE92MGO-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125550594524243,125550594624243,Delivered,PK-DEX,standard,Dropshipping,125550594624243,,
12 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-0EDARGL-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125550594524243,125550594624243,Delivered,PK-DEX,standard,Dropshipping,125550594624243,,
13 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-5CVF9PI-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125514386451414,125514386651414,Delivered,PK-DEX,standard,Dropshipping,125514386651414,,
13 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-NL3M2SJ-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125514386451414,125514386651414,Delivered,PK-DEX,standard,Dropshipping,125514386651414,,
13 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-C1263GC-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125514386451414,125514386651414,Delivered,PK-DEX,standard,Dropshipping,125514386651414,,
13 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-A2ON5BI-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-48.59,5.59,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125514386451414,125514386651414,Delivered,PK-DEX,standard,Dropshipping,125514386651414,,
13 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-0EKZPNK-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125514386451414,125514386651414,Delivered,PK-DEX,standard,Dropshipping,125514386651414,,
13 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-DMEU0TW-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,48.59,5.59,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125514386451414,125514386651414,Delivered,PK-DEX,standard,Dropshipping,125514386651414,,
12 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-EN16FQ9-210212,"M2S2 5 Layers Multipurpose Multi Layer Hanger for Shirts, Wardrobe, Ties, Pants Space Saving, Cupboard Organizer",multilayer_regular,193096315_PK-1401202633,-11.51,1.32,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125499319615523,125499320015523,Delivered,PK-DEX,standard,Dropshipping,125499320015523,,
12 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-S2WE081-210212,"M2S2 5 Layers Multipurpose Multi Layer Hanger for Shirts, Wardrobe, Ties, Pants Space Saving, Cupboard Organizer",multilayer_regular,193096315_PK-1401202633,40.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125499319615523,125499320015523,Delivered,PK-DEX,standard,Dropshipping,125499320015523,,
12 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-HVZU0NZ-210212,"M2S2 5 Layers Multipurpose Multi Layer Hanger for Shirts, Wardrobe, Ties, Pants Space Saving, Cupboard Organizer",multilayer_regular,193096315_PK-1401202633,79.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125499319615523,125499320015523,Delivered,PK-DEX,standard,Dropshipping,125499320015523,,
12 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-9BVHBTU-210212,"M2S2 5 Layers Multipurpose Multi Layer Hanger for Shirts, Wardrobe, Ties, Pants Space Saving, Cupboard Organizer",multilayer_regular,193096315_PK-1401202633,-45.20,5.20,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125499319615523,125499320015523,Delivered,PK-DEX,standard,Dropshipping,125499320015523,,
12 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-WTAKBKG-210212,"M2S2 5 Layers Multipurpose Multi Layer Hanger for Shirts, Wardrobe, Ties, Pants Space Saving, Cupboard Organizer",multilayer_regular,193096315_PK-1401202633,-1.12,0.13,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125499319615523,125499320015523,Delivered,PK-DEX,standard,Dropshipping,125499320015523,,
12 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-QRBK4Y5-210212,"M2S2 5 Layers Multipurpose Multi Layer Hanger for Shirts, Wardrobe, Ties, Pants Space Saving, Cupboard Organizer",multilayer_regular,193096315_PK-1401202633,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125499319615523,125499320015523,Delivered,PK-DEX,standard,Dropshipping,125499320015523,,
13 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-14344QF-210213,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-18.23,2.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125004227436899,125004227736899,Delivered,PK-DEX,standard,Dropshipping,125004227736899,,
13 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-P3D1UWC-210213,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,34.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125004227436899,125004227736899,Delivered,PK-DEX,standard,Dropshipping,125004227736899,,
13 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-FUCVRMA-210213,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,125.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125004227436899,125004227736899,Delivered,PK-DEX,standard,Dropshipping,125004227736899,,
13 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-TFA7P74-210213,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-38.42,4.42,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125004227436899,125004227736899,Delivered,PK-DEX,standard,Dropshipping,125004227736899,,
13 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-8FIQHMB-210213,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-1.76,0.20,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125004227436899,125004227736899,Delivered,PK-DEX,standard,Dropshipping,125004227736899,,
13 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-X4LG8PH-210213,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125004227436899,125004227736899,Delivered,PK-DEX,standard,Dropshipping,125004227736899,,
13 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-URL2HR6-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125630116087095,125630116187095,Delivered,PK-DEX,standard,Dropshipping,125630116187095,,
13 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-94EIH2O-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,25.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125630116087095,125630116187095,Delivered,PK-DEX,standard,Dropshipping,125630116187095,,
13 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-PSOREW2-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125630116087095,125630116187095,Delivered,PK-DEX,standard,Dropshipping,125630116187095,,
13 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-57IALP5-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-28.25,3.25,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125630116087095,125630116187095,Delivered,PK-DEX,standard,Dropshipping,125630116187095,,
13 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-9L5HZO9-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125630116087095,125630116187095,Delivered,PK-DEX,standard,Dropshipping,125630116187095,,
13 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-Y5QGR69-210213,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,125630116087095,125630116187095,Delivered,PK-DEX,standard,Dropshipping,125630116187095,,
12 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-4WI8WSM-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124986265859103,124986265959103,Delivered,PK-DEX,standard,Dropshipping,124986265959103,,
12 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-11D7NZU-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,24.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124986265859103,124986265959103,Delivered,PK-DEX,standard,Dropshipping,124986265959103,,
12 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-2SQQCMO-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124986265859103,124986265959103,Delivered,PK-DEX,standard,Dropshipping,124986265959103,,
12 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-0DW0JL2-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-27.12,3.12,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124986265859103,124986265959103,Delivered,PK-DEX,standard,Dropshipping,124986265959103,,
12 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-6SS6CMQ-210212,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,01 Feb 2021 - 14 Feb 2021,Not paid,124986265859103,124986265959103,Delivered,PK-DEX,standard,Dropshipping,124986265959103,,
